word,pos_symbol,pos_word,meaning,sentiment score,sentiment
dagway,NN,noun,"cut , figure , image , likeness",-0.273,Negative
dagway,NN,noun,"species , type",0.0,Neutral
dágway,NN,noun,"facial expression, shape, posture.",0.0,Neutral
dagway nga makahuhuya,JJ,adjective,shabby,0.0,Neutral
dagyang,VB,verb,"enjoy oneself , frolic",0.494,Positive
dahog,NN,noun,"shoot , tendril",-0.34,Negative
dahog,VB,verb,to slide or skid ; skidding,0.0,Neutral
dahon,NN,noun,"frond , leaf ( part of a plant )",0.0,Neutral
dahon-dahon,NN,noun,"mantis , praying mantis",0.361,Positive
dahúm,NN,noun,"expectations, anticipation.",0.103,Positive
dahúm,VB,verb,walá’ akú nagdahúm nga ma’abút ka.,0.0,Neutral
dáhun,NN,noun,leaf.,0.0,Neutral
dahú’,VB,verb,"to receive, to accept, to take form.",0.382,Positive
dakbanwa,NN,noun,city synonym: siyudad,0.0,Neutral
dakbánwa,NN,noun,city.,0.0,Neutral
dakhari,NN,noun,emperor synonym: emperador coordinate term: dakhara,0.0,Neutral
dakpulu,NN,noun,continent synonym: kontinente,0.0,Neutral
daku,JJ,adjective,"big , large",0.0,Neutral
daku,NN,noun,bulk,0.0,Neutral
daku,NN,noun,"flame , light",0.0,Neutral
daku,NN,noun,a copper coin that is now out of circulation,0.0,Neutral
daku kaayo,JJ,adjective,very big,0.0,Neutral
daku kaayo,JJ,adjective,exceptionally large,0.0,Neutral
daku kaayo,JJ,adjective,ponderous,0.0,Neutral
daku-daku,JJ,adjective,diminutive of daku,0.0,Neutral
dakup,VB,verb,"to catch , to apprehend , to arrest , to capture",-0.34,Negative
dakúp,VB,verb,"to catch, to trap, to snare, to capture, to arrest.",-0.572,Negative
dakú’,JJ,adjective,"big, bulky, huge, great.",0.751,Positive
dakú’,VB,verb,"to become big, to make big.",0.0,Neutral
dal-ok,NN,noun,"blister , pustule",0.0,Neutral
dala,VB,verb,"to bring , carry",0.0,Neutral
dalá,VB,verb,"to bring, to carry, to transmit.",0.0,Neutral
dalá,NN,noun,"packages, things being carried, load.",0.0,Neutral
dalag,JJ,adjective,"coward , yellow-bellied",-0.459,Negative
dalág,JJ,adjective,yellow.,0.0,Neutral
dalaga,NN,noun,dame,0.0,Neutral
dalága,NN,noun,"unmarried girl, between the age of about fifteen to thirty.",0.0,Neutral
dalágan,VB,verb,"to run, to dash, to dart, to scamper.",0.0,Neutral
dalagita,NN,noun,"maid , a girl",0.0,Neutral
dalagíta,NN,noun,young girl between the age of ten years old to about fifteen years old.,0.0,Neutral
dalagku,JJ,adjective,"big , large",0.0,Neutral
dalakpon,NN,noun,"malefactor , outlaw",0.0,Neutral
dalamgohanon,NN,noun,"dream , reverie",0.25,Positive
dalamhak,JJ,adjective,wayward,0.0,Neutral
dalámhak,JJ,adjective,"wayward, disobedient, untoward.",0.0,Neutral
dalan,NN,noun,"path , way synonym: banas",0.0,Neutral
dalan,NN,noun,"road , street synonyms: kalye , karsada",0.0,Neutral
dálan,NN,noun,"street, road, path, cleared path.",0.103,Positive
dalanawan,NN,noun,swamp,0.0,Neutral
dalándan,VB,verb,"to descend quickly, to hurry down the stairs, to slide down the bannister.",0.0,Neutral
dalándan,DT,deictic,,0.0,Neutral
dalang-dalang,JJ,adjective,astray,0.0,Neutral
dalang-dalang,VB,verb,to lose one's way,-0.402,Negative
dálangdálang,VB,verb,"to lose oneself, to lose one’s way.",-0.66,Negative
dalasaon,NN,noun,"assail , crash",-0.402,Negative
dalaw,NN,noun,visit synonym: duaw,0.0,Neutral
dalaw,VB,verb,to visit,0.0,Neutral
daláwat,VB,verb,"to buy cereal, especially rice or corn.",0.0,Neutral
dalayap,NN,noun,key lime,0.0,Neutral
daldal,VB,verb,"implicate , involve",0.0,Neutral
daldal,VB,verb,"( of wind, waves ) push , impel",0.0,Neutral
dáldal,VB,verb,"to backbite, to spread false malicious talk, to talk against.",0.0,Neutral
dalhon,VB,verb,bring,0.0,Neutral
dali,RB,adverb,"immediately , quickly , hurriedly",0.0,Neutral
dalimuos,NN,noun,( of wind ) gust,0.0,Neutral
dalimuos,NN,noun,a fit of anger or passion,0.202,Positive
dalin-as,VB,verb,slip,0.0,Neutral
dalisay,JJ,adjective,strong,0.511,Positive
dalísay,JJ,adjective,"pure, immaculate, untainted.",0.0,Neutral
dalitan,JJ,adjective,"poisonous , venomous",-0.572,Negative
dalí’,RB,adverb,"immediately, hurriedly, quickly.",0.0,Neutral
dalí’,JJ,adjective,"quick, immediate.",0.0,Neutral
dalí’,VB,verb,"to be quick, to hurry, to hasten.",0.0,Neutral
dalo,VB,verb,"to caress , to fondle",0.0,Neutral
dalok,JJ,adjective,"greedy , gluttonous",-0.318,Negative
dalok,NN,noun,glutton,0.0,Neutral
dalok,VB,verb,to be greedy,-0.318,Negative
dalúdo,VB,verb,"to swell, to rise, to become flooded.",0.0,Neutral
dalúk,JJ,adjective,"selfish, greedy, glutton.",-0.66,Negative
dalum,JJ,adjective,( of depth ) deep,0.0,Neutral
dalum,JJ,adjective,"( of thoughts ) deep , profound , insightful",0.0,Neutral
dalum,VB,verb,deepen,0.0,Neutral
dálum,JJ,adjective,deep.,0.0,Neutral
dálum,VB,verb,"to deepen, to become deep.",0.0,Neutral
dalúndun,VB,verb,"to carry, to push along, to use water or slimy substance to push an object or food down the throat.",0.0,Neutral
dalunggan,NN,noun,( anatomy ) ear,0.0,Neutral
dalú’,VB,verb,"to caress, to fondle.",0.0,Neutral
damak,JJ,adjective,"dirty , slovenly , untidy",-0.44,Negative
damak,JJ,adjective,( derogatory ) sluttish,-0.494,Negative
daman,VB,verb,sleeptalk,0.0,Neutral
damán,NN,noun,nightmare.,0.0,Neutral
damán,VB,verb,to have a nightmare.,0.0,Neutral
damang,NN,noun,spider,0.0,Neutral
damáng,NN,noun,spider.,0.0,Neutral
damgo,NN,noun,dream,0.25,Positive
damgohon,VB,verb,to dream,0.25,Positive
dámgu,NN,noun,dream.,0.25,Positive
dámgu,VB,verb,"to dream, to have a dream.",0.459,Positive
dámhag,VB,verb,"to fall headlong, to fall on one’s face.",0.0,Neutral
damo,VB,verb,"to increase , multiply",0.318,Positive
damol,NN,noun,thickness antonym: nipis,0.0,Neutral
damot,NN,noun,vegetable,0.0,Neutral
dampig,VB,verb,"aid , help , support",0.66,Positive
dámpig,VB,verb,"to help, to aid, to side with.",0.402,Positive
damúg,NN,noun,"of pigs, food.",0.0,Neutral
damuhál,JJ,adjective,"rude, unrefined in social manners.",-0.459,Negative
dámul,JJ,adjective,"thick, dense, bulky.",0.0,Neutral
dámu’,JJ,adjective,"many, plenty.",0.0,Neutral
dámu’,VB,verb,"to be many, to augment in number, to increase.",0.382,Positive
danaw,NN,noun,"pool , puddle",0.0,Neutral
dangat,VB,verb,"to acquire , gain",0.527,Positive
dangat,VB,verb,"to obtain , procure , secure",0.34,Positive
dangat,VB,verb,to win,0.586,Positive
dángat,VB,verb,"to reach, to acquire, to get at, to secure, to take hold of.",0.361,Positive
dángat,DT,deictic,,0.0,Neutral
danggot,VB,verb,wean,0.0,Neutral
dangog,NN,noun,scurf,0.0,Neutral
dangúp,VB,verb,"to take refuge, to cover, to shelter, to appeal.",0.0,Neutral
danlug,NN,noun,slipperiness or greasiness,0.0,Neutral
dánlug,VB,verb,"to slide, to slip.",0.0,Neutral
dapa-dapa,NN,noun,sole,0.0,Neutral
dapádapá,NN,noun,sole of the feet.,0.0,Neutral
dapat,JJ,adjective,eligible,0.0,Neutral
dapat,JJ,adjective,"appropriate , fit , proper",0.361,Positive
dápat,VB,verb,"to be necessary, to be fit, to apply, to use.",0.361,Positive
dapaw,NN,noun,flea ; tick,0.0,Neutral
dápaw,NN,noun,chicken flea.,0.0,Neutral
dapay,NN,noun,"hawk , bird of prey",0.0,Neutral
dapáy,NN,noun,hawk.,0.0,Neutral
dapig,NN,noun,"companion , partner",0.0,Neutral
dapig,NN,noun,pair,0.0,Neutral
dapig,VB,verb,"aid , assist , help",0.402,Positive
dapit,JJ,adjective,"close , near , nearby",0.0,Neutral
dapit,VB,verb,invite,0.153,Positive
dapít,JJ,adjective,near.,0.0,Neutral
daplos,NN,noun,"slip , slipping synonym: dapyos",0.0,Neutral
dáplus,VB,verb,"to slide off, to stray.",0.0,Neutral
dapúg,NN,noun,"stove, fireplace, fire pit.",-0.34,Negative
dápu’,VB,verb,"to alight, to attack, to gather around as of birds.",-0.477,Negative
dápyus,VB,verb,"to slide, to stray.",0.0,Neutral
dáp’ung,NN,noun,bonfire.,0.0,Neutral
dáp’ung,VB,verb,"to build a bonfire, to put on fire.",-0.34,Negative
daroos,NN,noun,a severe cough,-0.382,Negative
daroos,VB,verb,cough,0.0,Neutral
dasig,JJ,adjective,quick,0.0,Neutral
dasig,VB,verb,hasten,0.0,Neutral
dásig,RB,adverb,"quickly, faster.",0.0,Neutral
dásig,JJ,adjective,"fast, quick.",0.0,Neutral
dásig,VB,verb,"to do something with speed and promptness, to hasten.",0.0,Neutral
daskon,VB,verb,cram,0.0,Neutral
dasúk,VB,verb,"to fill, to crowd.",0.0,Neutral
dasún,RB,adverb,next.,0.0,Neutral
dasún,JJ,adjective,"later, next, to come after.",0.0,Neutral
dasú’dasú’,JJ,adjective,"impulsive, temperamental, risky.",-0.202,Negative
dasú’dasú’,VB,verb,"to risk, to rush into without thought of consequences.",-0.273,Negative
dás’il,VB,verb,"to injure, to lacerate, to throw against.",0.0,Neutral
datilis,NN,noun,date palm,0.0,Neutral
daug,VB,verb,"defeat , succeed , triumph , win",0.796,Positive
daut,VB,verb,to injure ; to harm,-0.542,Negative
daut,VB,verb,to damage,-0.494,Negative
daut,VB,verb,to impair,0.0,Neutral
daut,VB,verb,to spoil,0.0,Neutral
daut,VB,verb,to do harm ; to cause detriment,-0.542,Negative
dawat,VB,verb,"to accept , to receive",0.382,Positive
dawat,VB,verb,to regain one's appetite,0.0,Neutral
dawdaw,VB,verb,"turn , spin",0.0,Neutral
dawdawan,NN,noun,"machine , mill",0.0,Neutral
dawhat,VB,verb,receive,0.0,Neutral
dayan,NN,noun,"stroll , walk synonym: lagaw",0.0,Neutral
dayán,VB,verb,"to walk or stroll about, to promenade.",0.0,Neutral
dayán,DT,deictic,,0.0,Neutral
dayáw,JJ,adjective,"capricious, vain.",-0.421,Negative
dáyaw,VB,verb,"to praise, to commend, to appreciate, to extol.",0.848,Positive
dáya’,NN,noun,"deceit, trick, dishonesty.",-0.494,Negative
dáya’,JJ,adjective,"cheat, dishonest.",-0.772,Negative
dáya’,VB,verb,"to trick, to cheat, to deceive.",-0.71,Negative
dayok,NN,noun,a preparation of salted fish,0.0,Neutral
dáyun,VB,verb,"to continue, to come in, to spend some time on.",0.0,Neutral
dá’an,JJ,adjective,"old, used, worn out.",-0.296,Negative
dá’an,RP,particle,"beforehand, first of all, right away.",0.0,Neutral
da’ígun,NN,noun,christmas carol.,0.0,Neutral
da’ígun,VB,verb,to sing christmas carols.,0.0,Neutral
da’úg,NN,noun,"gain, winnings.",0.784,Positive
da’úg,VB,verb,"to win, to be superior, to overcome, to overthrow.",0.807,Positive
dá’ut,VB,verb,"to injure, to hurt, to harm, to damage.",-0.878,Negative
de,RP,particle,"of, with.",0.0,Neutral
debosyon,NN,noun,devotion or piety,0.459,Positive
debóto,JJ,adjective,"devout, fervent.",0.273,Positive
debúhu,NN,noun,"design, embroidery.",0.0,Neutral
dedal,NN,noun,thimble,0.0,Neutral
dekolór,JJ,adjective,"multi-colored, colored.",0.0,Neutral
dekorá,VB,verb,"to decorate, to put on ornaments.",0.0,Neutral
delana,JJ,adjective,woolen,0.0,Neutral
delargo,NN,noun,"pants , trousers",0.0,Neutral
delárgo,NN,noun,long pants for men.,0.0,Neutral
demokrásya,NN,noun,democracy.,0.0,Neutral
demónyo,NN,noun,"devil, satan.",-0.66,Negative
dentísta,NN,noun,dentist.,0.0,Neutral
depekto,NN,noun,"defect , flaw",-0.34,Negative
desgrásya,NN,noun,"disaster, accident, disgrace.",-0.886,Negative
desgrásya,VB,verb,"to have an accident, to have an unfortunate experience.",-0.727,Negative
desisyón,NN,noun,decision.,0.0,Neutral
desisyón,VB,verb,"to make a decision, to decide.",0.0,Neutral
deskarga,VB,verb,discharge or fire a weapon,-0.557,Negative
deskarga,VB,verb,( sailing ) unload,0.0,Neutral
destíno,NN,noun,"destination, assignment for place of work.",0.0,Neutral
desyémbre,NN,noun,december.,0.0,Neutral
de’ílo,NN,noun,"linen cloth, white linen pair of pants.",0.0,Neutral
dí,DT,deictic,short form of dirí.,0.0,Neutral
dibuho,NN,noun,"design , draft",0.0,Neutral
didál,NN,noun,thimble.,0.0,Neutral
dídtu,DT,deictic,over there.,0.0,Neutral
digamohan,NN,noun,"fireplace , hearth , kitchen",0.0,Neutral
diin,RB,adverb,where,0.0,Neutral
diin,RB,adverb,there,0.0,Neutral
diksyonáryo,NN,noun,dictionary.,0.0,Neutral
dikta,VB,verb,dictate,0.0,Neutral
díkta,VB,verb,"to dictate, nagdíkta ang ma’éstra sa kláse.",0.0,Neutral
dilántu,VB,verb,"to expand in business, to improve in the family standard of living, to progress.",0.791,Positive
dílap,VB,verb,"to lick, to lap, to drawl the tongue like a dog.",0.361,Positive
díla’,NN,noun,tongue.,0.0,Neutral
díli’,VB,verb,"to forbid, to prohibit.",-0.318,Negative
díli’,DT,deictic,,0.0,Neutral
dimaisip,JJ,adjective,"countless , innumerable",0.0,Neutral
dimalas,JJ,adjective,unlucky ; unfortunate,-0.459,Negative
dimasaysay,JJ,adjective,"inexplicable , mysterious",0.0,Neutral
dimát,VB,verb,"to attract, to draw attention to, to allure.",0.361,Positive
dimatarung,JJ,adjective,dishonest,-0.572,Negative
dimatarung,JJ,adjective,"unfair , unjust , wicked , wrong",-0.917,Negative
dimatarung,JJ,adjective,injurious,0.0,Neutral
dimatungkad,JJ,adjective,"bottomless , inscrutable , unfathomable",0.0,Neutral
dinalan,NN,noun,"sentence , word . verse",0.077,Positive
dinamita,NN,noun,dynamite,0.178,Positive
díngding,NN,noun,wall of a building.,0.0,Neutral
dingot,JJ,adjective,"disgruntled , miserly , stingy",-0.612,Negative
dingot,VB,verb,the act of being stingy,-0.382,Negative
dingút,JJ,adjective,"stingy, miserly, selfish.",-0.796,Negative
dinuagan,NN,noun,"painting , picture",0.0,Neutral
dioktok,NN,noun,seashells,0.0,Neutral
diosnon,JJ,adjective,"divine , godly , godlike , pious",0.557,Positive
diosnon,JJ,adjective,devout,0.0,Neutral
dipaha,JJ,adjective,made of straw,0.0,Neutral
dipaha,NN,noun,straw,0.0,Neutral
diperensya,NN,noun,difference,0.0,Neutral
diperensya,NN,noun,controversy or quarrel,0.0,Neutral
dira,RB,adverb,"there , yonder",0.0,Neutral
dirá’,DT,deictic,"there (near the listener, but far from the speaker).",0.0,Neutral
direktór,NN,noun,director.,0.0,Neutral
diri,DT,deictic,here.,0.0,Neutral
diruskas,NN,noun,screw,-0.103,Negative
dis-og,VB,verb,"jostle , push",0.0,Neutral
disgrasya,NN,noun,"accident , mishap",-0.477,Negative
disgústo,VB,verb,"to be disgusted, to have a misunderstanding, to bear ill-feelings.",-0.735,Negative
disimulár,VB,verb,"to overlook, to let pass, to make unnoticeable, to cover up.",0.0,Neutral
disiplína,NN,noun,discipline.,0.0,Neutral
diskurso,NN,noun,speech,0.0,Neutral
diskúrso,NN,noun,"speech, talk.",0.0,Neutral
diskúrso,VB,verb,"to give a speech, to talk formally.",0.0,Neutral
diskusyon,NN,noun,"debate , discussion",0.0,Neutral
disprás,NN,noun,masquerade.,0.0,Neutral
distansya,NN,noun,"distance , remoteness",0.0,Neutral
distansya,NN,noun,an interval of time or space,0.0,Neutral
distrito,NN,noun,"territory , province , district",0.0,Neutral
dís’ug,VB,verb,"to push, to jostle, to shove.",0.0,Neutral
ditil,NN,noun,clitoris,0.0,Neutral
diwal,NN,noun,a type of seashell,0.0,Neutral
diwál,JJ,adjective,lapping tongue.,0.0,Neutral
diwál,VB,verb,"to let the tongue hang out like a dog, to stick the tongue out.",0.361,Positive
diwata,NN,noun,"( mythology , folklore ) a diwata",0.0,Neutral
diwáta’,NN,noun,"idol, fairy.",0.0,Neutral
díyas,NN,noun,birthday.,0.0,Neutral
diyotay,JJ,adjective,small ; little synonym: gamay antonym: dako,0.0,Neutral
diyutay,JJ,adjective,alternative form of diyotay,0.0,Neutral
di’ín,RB,adverb,where.,0.0,Neutral
doble,NN,noun,double,0.0,Neutral
dóble,JJ,adjective,"double, twin.",0.0,Neutral
dódong,NN,noun,young boy from about age one to fifteen.,0.0,Neutral
dogsing,VB,verb,"to nudge or stroke , often flirtatiously",-0.026,Neutral
dogwak,NN,noun,"( animals ) : crane , heron",0.026,Neutral
dohol,VB,verb,hand,0.494,Positive
dohol,VB,verb,"to pass , reach",0.026,Neutral
doktór,NN,noun,doctor.,0.0,Neutral
dokumento,NN,noun,"document , deed , record",0.0,Neutral
domínggo,NN,noun,sunday.,0.0,Neutral
dool,NN,noun,"cork , stopper , plug",0.0,Neutral
dool,NN,noun,"( of a tree ) offshoot , shoot",-0.34,Negative
dool,VB,verb,"to cork , stopper",0.0,Neutral
dool,VB,verb,to establish firm contact with,0.0,Neutral
dorado,JJ,adjective,"gold , golden",0.0,Neutral
dorado,NN,noun,gilt,0.0,Neutral
dorado,NN,noun,gold,0.0,Neutral
dormitóryo,NN,noun,dormitory.,0.0,Neutral
dós,CD,numeral,two.,0.0,Neutral
dóse,CD,numeral,twelve.,0.0,Neutral
dosena,NN,noun,"dozen year unknown, cecile motus, hiligaynon lessons , рипол классик ( →isbn ), page 214 nagapatindug sang taytay ang manga tawu sang kinahanglan sang enhenyero  kwarenta y singko ka bilug nga kahuy para sa ang dosena sang bulak tag po.60.  presyong pl.15 ang duha ka dosena . imelda sang apat ka dosena . mabakal ...",0.0,Neutral
doséna,NN,noun,dozen.,0.0,Neutral
dosis,NN,noun,"dose , medicine",0.0,Neutral
dotol,NN,noun,( animals ) : tick,0.0,Neutral
dotol-dotol,NN,noun,diminutive of dotól : anything resembling a tick,0.0,Neutral
duag,NN,noun,color,0.0,Neutral
duag,NN,noun,"appearance , form , shape",0.0,Neutral
duag,VB,verb,to color,0.0,Neutral
duaw,NN,noun,visit synonym: dalaw,0.0,Neutral
dúda,NN,noun,"doubt, suspicion.",-0.625,Negative
dúda,DT,deictic,,0.0,Neutral
dúda,VB,verb,"to doubt, to distrust, to suspect.",-0.758,Negative
dugang,NN,noun,"addition , increment",0.0,Neutral
dugang,VB,verb,to add or increase in number,0.382,Positive
dúgang,NN,noun,addition.,0.0,Neutral
dúgang,VB,verb,"to increase, to add, to augment.",0.318,Positive
dúgay,RB,adverb,"of time, long.",0.0,Neutral
dúgay,VB,verb,"to tarry, to take a long time.",0.0,Neutral
dugáydugáy,RB,adverb,"in a little while, frequently.",0.0,Neutral
dúga’,NN,noun,"sap, juice.",0.0,Neutral
dughan,NN,noun,( anatomy ) chest ; bosom ; breast ; thorax,0.0,Neutral
dúghan,NN,noun,"bosom, chest.",0.0,Neutral
dúgkal,VB,verb,"to thrust, to stick, to stab.",-0.586,Negative
dugmok,VB,verb,"to break by applying pressure or weight , to crush",-0.421,Negative
dúgmuk,VB,verb,"to crush, to break by pressure.",-0.421,Negative
dugo,NN,noun,blood,0.0,Neutral
dugoon,JJ,adjective,"bloody , gory",-0.44,Negative
dugos,NN,noun,honey,0.0,Neutral
dúguk,VB,verb,"to join, to take part in.",0.296,Positive
dugus,JJ,adjective,the best part of a thing,0.637,Positive
dugus,NN,noun,honey,0.0,Neutral
dugus,VB,verb,to gather fruit,0.0,Neutral
dugús,NN,noun,honey.,0.0,Neutral
dugú’,NN,noun,blood.,0.0,Neutral
dugú’,VB,verb,to bleed.,0.0,Neutral
dugwak,NN,noun,"crane , swan",0.0,Neutral
dúgwak,NN,noun,swan.,0.0,Neutral
duha,VB,verb,to duplicate,0.0,Neutral
duhá,CD,numeral,two.,0.0,Neutral
duha-duha,NN,noun,"doubt , indecision",-0.511,Negative
duha-duha,VB,verb,"to doubt or waver , to be undecided",-0.527,Negative
dúhadúha,VB,verb,"to doubt, to hesitate, to waver.",-0.557,Negative
dúhul,VB,verb,"to give personally, to hand.",0.494,Positive
duká’,VB,verb,to nod with drowsiness.,0.0,Neutral
dúkduk,VB,verb,"to pound, to grind.",0.0,Neutral
duko,NN,noun,respect,0.477,Positive
duko,VB,verb,bow,0.0,Neutral
dukuménto,NN,noun,document.,0.0,Neutral
dukút,VB,verb,"to stick to, to paste on.",0.0,Neutral
dukú’,VB,verb,"to bow, to stoop down.",0.0,Neutral
dul-ay,NN,noun,a lump of earth or dirt,-0.34,Negative
dula,VB,verb,"to mislay , to lose , to mislay",-0.402,Negative
dulang,NN,noun,"dig , excavate , mine",0.0,Neutral
dúlang,NN,noun,"mine, mineral mine.",0.0,Neutral
dulangan,NN,noun,mine,0.0,Neutral
dulat,NN,noun,"awl , brad",0.0,Neutral
dúla’,VB,verb,"to lose, to miss, to mislay.",-0.511,Negative
dúlhug,VB,verb,"to descend down a slope, to slide down an inclined plane or a slope.",0.0,Neutral
dúlingdúling,VB,verb,"to walk unsteadily, to stagger, to take irregular steps.",0.0,Neutral
dulis,NN,noun,meteorite,0.0,Neutral
dulog,NN,noun,"pause , standstill , stop",-0.296,Negative
dulogan,NN,noun,stationary,0.0,Neutral
dulonan,NN,noun,"border , boundary , demarcation",0.0,Neutral
dulongan,NN,noun,parking,0.0,Neutral
dulot,NN,noun,dedication ; gift ; present,0.44,Positive
dúlsi,NN,noun,"candy, pastry.",0.0,Neutral
dulud,NN,noun,"dribble , ooze",0.0,Neutral
dúlug,VB,verb,"to halt, to stop, to stand.",-0.296,Negative
dulugokan,NN,noun,attraction,0.459,Positive
dulukdokan,NN,noun,grinder,0.0,Neutral
dulum,NN,noun,darkness ; gloom,-0.681,Negative
dulum,VB,verb,to darken ; to turn dark,0.0,Neutral
dulúm,JJ,adjective,"dark, dim.",0.0,Neutral
dulúm,VB,verb,"to darken, to get dusky, to become gloomy.",-0.153,Negative
dulumugan,VB,verb,swarm,0.0,Neutral
dulúnan,NN,noun,"boundary, border, confine, demarcation.",0.0,Neutral
dúlung,VB,verb,"to approach, to come near, to draw near, to go in the direction of.",0.0,Neutral
dulunggan,NN,noun,ear,0.0,Neutral
dulúnggan,NN,noun,ear.,0.0,Neutral
dulúnggan,DT,deictic,,0.0,Neutral
dulus,NN,noun,wire,0.0,Neutral
dúlut,NN,noun,"offering, gift.",0.44,Positive
dúlut,VB,verb,"to make a gift, to make an offering.",0.44,Positive
dúl’ung,VB,verb,"to transport, to bring, to deliver, to conduct.",0.0,Neutral
dumaan,JJ,adjective,old,0.0,Neutral
dumaan,JJ,adjective,"antique , old-time",0.0,Neutral
dumaan,NN,noun,settled farmhand on the negros mainland antonym: sakada ( “ seasonal migrant farmworker ” ),0.0,Neutral
dumaay,VB,verb,fade,0.0,Neutral
dumagaya,VB,verb,flourish,0.0,Neutral
dumagsa,VB,verb,flourish,0.0,Neutral
dumála,VB,verb,"to manage, to lead, to conduct, to direct, to govern, to supervise.",0.0,Neutral
dumalagan,NN,noun,runaway,0.0,Neutral
dumalagsa,NN,noun,emigrant,0.0,Neutral
dumalahan,NN,noun,"engineer , executive",0.0,Neutral
dumar,VB,verb,"tame , train",0.0,Neutral
dumayon,VB,verb,enter,0.0,Neutral
dumdum,VB,verb,"to recollect , remember , think",0.0,Neutral
dúmdum,VB,verb,"to think, to recollect, to remember, to bear in mind, to recall.",0.0,Neutral
dumili,VB,verb,prohibit,0.0,Neutral
dumíli’,VB,verb,"to interdict, to ban, to forbid, to prohibit.",-0.71,Negative
dumot,NN,noun,"hatred , indignation , rage",-0.904,Negative
dúmug,VB,verb,"to scuffle, to wrestle, to struggle.",-0.318,Negative
dumugo,VB,verb,bleed,0.0,Neutral
dumugok,VB,verb,attend,0.0,Neutral
dumukot,VB,verb,to stick,0.0,Neutral
dumulog,VB,verb,pause,0.0,Neutral
dumuluaw,NN,noun,"guest , visitor",0.0,Neutral
dumulugok,NN,noun,audience,0.0,Neutral
dumuluong,NN,noun,"alien , foreigner , stranger",0.0,Neutral
dumulú’ung,NN,noun,"alien, stranger, foreigner.",0.0,Neutral
dumungka,VB,verb,"harbor , land",0.0,Neutral
dumút,VB,verb,"to abominate, to detest, to begrudge.",0.0,Neutral
dunang manggad,NN,noun,natural resources,0.361,Positive
dúngan,RB,adverb,"together, simultaneously.",0.0,Neutral
dúngan,VB,verb,"to be or do together, to be simultaneous.",0.0,Neutral
dungandungan,NN,noun,temple,0.0,Neutral
dungdung,NN,noun,( idiomatic ) to rain cats and dogs,0.0,Neutral
dungganon,NN,noun,"bigwig , celebrity , noble , royal",0.459,Positive
dungkaan,NN,noun,"harbor ; haven ; port , wharf synonyms: dulungkaan , dulungan",0.0,Neutral
dúngka’,VB,verb,"to land, to arrive as a boat, to dock in port.",0.0,Neutral
dungkul,NN,noun,"firewood , log",0.0,Neutral
dúnglay,VB,verb,to incline to the side.,0.0,Neutral
dungog,NN,noun,honor,0.494,Positive
dungog,NN,noun,celebrity,0.0,Neutral
dungúg,NN,noun,"honor, fame, reputation.",0.727,Positive
dungúk,VB,verb,"to look down, to incline one’s head forward, to bend the head.",0.0,Neutral
dunkul,NN,noun,firewood,0.0,Neutral
dunot,JJ,adjective,"decayed , rotten , spoiled",-0.71,Negative
dunoton,VB,verb,crush,-0.153,Negative
dunút,JJ,adjective,"rotten, spoiled.",-0.511,Negative
dunút,VB,verb,"to be rotten, to crush.",-0.599,Negative
duog,NN,noun,"place , site synonym: lugar",0.0,Neutral
duog,NN,noun,village synonym: baryo,0.0,Neutral
dupak,JJ,adjective,"dirty , foul , obscene , smutty",-0.772,Negative
dupak,JJ,adjective,"indecent , impure",0.0,Neutral
dupak,NN,noun,"bad language, obscene words",-0.807,Negative
dupak,VB,verb,to use obscene language,-0.586,Negative
dupla,NN,noun,"saliva , spit , spittle",0.0,Neutral
dúpla’,VB,verb,"to spit on, to spit.",0.0,Neutral
duplikado,NN,noun,duplicate,0.0,Neutral
dupoy,NN,noun,breeze,0.0,Neutral
dúsdus,VB,verb,"to push, to shove, to mix.",0.0,Neutral
dúsmu’,VB,verb,to stumble.,0.0,Neutral
dusú’,VB,verb,"to push against, to shove, to thrust.",0.0,Neutral
duta,NN,noun,"earth , ground , soil",0.0,Neutral
duta,NN,noun,"land , lot , property",0.0,Neutral
dutan-on,JJ,adjective,"earthly , worldly",0.0,Neutral
dutang panublion,NN,noun,patrimony,0.0,Neutral
dúta’,NN,noun,"land, soil, earth.",0.0,Neutral
duyan,NN,noun,cradle,0.0,Neutral
duyan,NN,noun,hammock,0.0,Neutral
duyan,NN,noun,swing,0.0,Neutral
dúyan,NN,noun,"swing, cradle, crib, hammock.",0.0,Neutral
dúyan,VB,verb,"to rock a cradle, to swing.",0.0,Neutral
duyanon,VB,verb,swing,0.0,Neutral
duyog,NN,noun,inclination,0.0,Neutral
duyong,NN,noun,"dugong , sea cow",0.0,Neutral
dúyu,JJ,adjective,"dejected, sad.",-0.743,Negative
du’ág,NN,noun,"color, hue.",0.0,Neutral
dú’aw,VB,verb,"to drop in, to look in, to visit.",-0.273,Negative
dú’ug,NN,noun,"location, site, place.",0.0,Neutral
dú’ul,NN,noun,cork.,0.0,Neutral
dwénde,NN,noun,"dwarf, elf, leprechaun.",0.0,Neutral
dwénde,DT,deictic,,0.0,Neutral
dyanitor,NN,noun,janitor,0.0,Neutral
dyés,CD,numeral,ten.,0.0,Neutral
dyíp,NN,noun,"jeepney, renovated war surplus jeeps used as public transportation.",-0.599,Negative
dyús,NN,noun,"god, the almighty.",0.273,Positive
dyútay,JJ,adjective,"tiny, small, little.",0.0,Neutral
