word,pos_symbol,pos_word,meaning,sentiment score,sentiment,RESPONDENT BASIS,Respondent 1,Respondent 2,Respondent 3,Respondent 4,Respondent 5,Respondent 6,Respondent 7,Respondent 8,Respondent 9,Respondent 10,Respondent 11,Respondent 12,Respondent 13,Respondent 14,Respondent 15,Respondent 16,Respondent 17,Respondent 18,Respondent 19,Respondent 20
bátyag,NN,noun,"feeling, sense.",0.128,Positive,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
bátyag,VB,verb,"to feel, to have a sensation.",0,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
bátya’,NN,noun,native wide wooden tub or basin.,0,Neutral,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,0,0,0,0,0,0,0
baug,JJ,adjective,barren,0,Neutral,0,-1,0,0,0,-1,0,-1,0,0,0,0,0,-1,0,1,0,0,0,0,0
baug,JJ,adjective,"grey , old",0.052,Positive,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
baw-as,JJ,adjective,"( usually said of women ) barren , childless",0,Neutral,0,0,0,0,0,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
baw-ing,JJ,adjective,"( places ) deserted , desolate , isolated , far away, lonely , secluded",-0.586,Negative,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bawi,VB,verb,"to redeem , deliver , set free , release , or liberate",0.511,Positive,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,-1,1,1
báwi’,VB,verb,"to redeem, to take back, to reclaim.",0,Neutral,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0
bawod sang mga tudlo,NN,noun,"wave (literally, bent fingers)",0,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
bawtisár,VB,verb,"to baptize, to pour water on the head as in baptism.",0,Neutral,0,1,0,0,0,1,0,1,1,0,0,-1,0,1,0,0,1,0,0,0,0
báw’as,JJ,adjective,"of people, sterile, barren, childless.",0,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0
bay-ad,NN,noun,a type of seashell,0,Neutral,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
bayabas,NN,noun,guava,0,Neutral,0,0,0,0,0,0,0,0,-1,0,0,0,-1,1,0,0,0,0,0,0,0
bayábas,NN,noun,guava.,0,Neutral,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0
bayad,NN,noun,charge ; payment ; fee ; toll,0,Neutral,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,0,0,0,0,0
báyad,NN,noun,payment.,0,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
báyad,VB,verb,"to pay, to settle an account, to spend.",-0.103,Negative,-1,0,-1,-1,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0
bayáw,NN,noun,"sister-in-law, brother-in-law.",0,Neutral,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
báyaw,VB,verb,"to elevate, to lift, to raise as a host during roman catholic mass service.",0,Neutral,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,1,0,0,-1,0,0
báya’,VB,verb,"to leave, to quit, to abandon.",-0.477,Negative,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,0,-1
baybay,NN,noun,"beach , coast , shore",0,Neutral,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1
báybay,NN,noun,"beach, coast, shore.",0,Neutral,0,0,0,0,0,0,-1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
baybayon,NN,noun,beach ; coast ; shore,0,Neutral,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
bayhon,NN,noun,"form , figure , shape synonym: porma",0,Neutral,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0
baylíhan,NN,noun,dancehall.,0,Neutral,0,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,0,0,-1,0,1,0
baylo,VB,verb,"change , exchange , replace",0,Neutral,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0
báylu,VB,verb,"to exchange, to substitute, to swap.",0,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0
bayo,JJ,adjective,( of horses ) bay,0,Neutral,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0
bayo,NN,noun,a garment which covers the upper body,0,Neutral,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
bayo-bayo,NN,noun,pulse,0,Neutral,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,1,0,0,-1,0,0,0
bayoon,NN,noun,"fabric , textile",0,Neutral,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
bayú,VB,verb,"to box, to maul, to pound.",0,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1
bayud,JJ,adjective,"unsteady , shaky , unstable synonyms: bawod , mahuyang",-0.527,Negative,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0
báyu’,NN,noun,"dress, clothing, apparel.",0,Neutral,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
bayú’ung,NN,noun,bag made of woven palm leaves.,0,Neutral,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,1,0,1,0,0
bá’bá,NN,noun,mouth.,0,Neutral,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,1,0
bá’id,VB,verb,"to sharpen, to rub against a stone so as to sharpen.",0,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
bá’is,VB,verb,"to argue, to dispute, to debate.",-0.625,Negative,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
ba’ú,NN,noun,land turtle.,0,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ba’úg,JJ,adjective,"of egg, rotten, sterile.",-0.511,Negative,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,-1,-1,1,0,-1,-1,-1,-1,-1,-1
beberon,NN,noun,nozzle of a baby bottle,0,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
beka,NN,noun,scholarship,0,Neutral,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,1,0,0,1
belada sa eskwelahan,NN,noun,commencement,0,Neutral,0,0,0,0,0,0,1,0,-1,1,0,0,0,1,0,1,0,0,0,0,0
belasyon,NN,noun,"vigil , wake",0,Neutral,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,1,0,0,0,0,-1
bendisyon,NN,noun,"benediction , blessing",0.494,Positive,1,1,1,1,1,1,-1,1,1,1,0,1,1,1,1,1,-1,1,1,-1,1
bendisyon,VB,verb,to bless,0.421,Positive,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1
bendita,NN,noun,blessing,0.494,Positive,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,-1,1,1,1,1,1
bendita,VB,verb,( transitive ) bless,0.421,Positive,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1
bentáha’,NN,noun,"advantage, edge.",0.25,Positive,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
bentana,NN,noun,"window synonyms: gawang , talamwaan",0,Neutral,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
berde,NN,noun,green ( color/colour ),0,Neutral,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1
berde,JJ,adjective,greenish,0,Neutral,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,1,0,0,0,0
bérde,JJ,adjective,green.,0,Neutral,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,0
bersíkulu,NN,noun,verse.,0,Neutral,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0
berso,NN,noun,"verse , poem synonym: balaybay",0,Neutral,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0
beteráno,NN,noun,veteran.,0,Neutral,0,0,0,0,0,0,-1,0,-1,0,0,0,1,0,0,1,1,0,0,0,0
béynte,CD,numeral,twenty;  twentieth.,0,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bíbi,NN,noun,duck.,0,Neutral,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
bibig,NN,noun,( anatomy ) lip,0,Neutral,0,0,0,0,0,0,0,1,0,-1,0,-1,0,0,0,0,0,0,0,0,0
bibig,NN,noun,"edge , rim ( of a glass )",0,Neutral,0,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,0,0,0,0,0,0
bibíg,NN,noun,lip.,0,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
bibingka,NN,noun,"cake (a baked, small rice cake)",0,Neutral,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
bíbliya,NN,noun,bible.,0,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
bidyiw,NN,noun,"harpoon , spear",0,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
bigki,NN,noun,edge ; rim ; bank ( of a river ),0,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bigote,NN,noun,moustache,0,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bigúti,NN,noun,moustache.,0,Neutral,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0
bihag,NN,noun,"captive , prisoner",-0.542,Negative,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bihag,VB,verb,to capture ; to take prisoner,-0.542,Negative,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1
bíhag,NN,noun,"captive, hostage.",0,Neutral,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
bíhag,JJ,adjective,"captivating, attractive.",0.44,Positive,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1
bíhag,VB,verb,"to capture, to abduct, to kidnap, to attract, to bait.",0.361,Positive,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
bika,VB,verb,to straddle,0,Neutral,0,0,0,0,0,0,1,0,-1,1,0,0,0,0,0,-1,0,0,0,0,0
bika,VB,verb,to spread one's legs wide,0,Neutral,0,0,0,0,0,0,1,0,-1,0,-1,0,0,0,1,0,0,1,-1,0,0
bikoláno,NN,noun,"language spoken principally in albay, camarines sur, catanduanes, sorsogon, the southern half of camarines norte, and in some towns of masbate.",0,Neutral,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
biktíma,NN,noun,victim.,-0.273,Negative,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
bilad,VB,verb,"( of a book ) display , unfold , open",0,Neutral,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0
bílang,VB,verb,"to consider, to esteem as.",0,Neutral,0,1,0,0,0,0,0,-1,0,-1,0,0,1,0,0,0,0,0,-1,0,0
bilanggo,VB,verb,"imprison , incarcerate , confine",0,Neutral,0,-1,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
bilanggoan,NN,noun,"jail ; prison synonyms: hulunongan , kalaboso , karsel , presonan",-0.511,Negative,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
bilánggu,NN,noun,prisoner.,-0.542,Negative,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,1,0,-1,-1,1,-1,-1,-1
bilánggu,VB,verb,"to capture, to imprison.",0,Neutral,0,-1,0,0,-1,-1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0
bilás,NN,noun,the affinal relation of husbands or wives of siblings.,0,Neutral,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
bilat,NN,noun,"vagina , vulva",0,Neutral,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0
bilí,NN,noun,"cost, amount, price.",0,Neutral,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
bilí,VB,verb,"to be worth, to cost, to be the price of.",0.226,Positive,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bilid,VB,verb,"examine , handle , inspect",0,Neutral,0,0,0,0,0,0,-1,0,0,-1,0,0,0,-1,0,-1,0,0,0,-1,-1
bilíd,VB,verb,"to hold with the hands so as to inspect closely, especially clothes.",0,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1
bilin,NN,noun,remainder,0,Neutral,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,1,0
bilin,VB,verb,"order , command",0,Neutral,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,-1,0,-1,0,0,0
bilín,NN,noun,"balance account, remainder, left over.",0,Neutral,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,-1,0,0,0,0
bílin,NN,noun,"request, last words.",0,Neutral,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,-1,0
bílin,VB,verb,"to enjoin, to leave behind.",-0.052,Negative,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
biling,NN,noun,"stitch , a sharp , sudden pain",-0.511,Negative,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1
bilog,JJ,adjective,entire ; intact ; round ; solid ; whole,0.34,Positive,1,1,1,1,0,0,1,1,1,1,1,-1,1,1,1,1,0,1,1,1,1
bilog-bilog,NN,noun,diminutive of bilóg,0,Neutral,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,1,-1,0,0,-1
bilog-bilog,NN,noun,"clumps , lumps",0,Neutral,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,1,-1,0,0
bilogon,NN,noun,a cane or cudgel,0,Neutral,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-1,0,-1,0,0,0,0
bilúg,JJ,adjective,"round, circle.",0,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,-1,0,0,1,0,0
bílug,NN,noun,"piece, part.",0,Neutral,0,0,0,0,0,0,0,1,0,0,0,-1,0,1,0,0,0,0,0,-1,0
bilugon,NN,noun,alternative spelling of bilogón,0,Neutral,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,0,0
bilwa,VB,verb,"dislocate , sprain",0,Neutral,0,-1,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0
bílyar,NN,noun,"billiard, pool.",0,Neutral,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,0,0,0,0,0
bilyéte,NN,noun,ticket.,0,Neutral,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
binabaye,JJ,adjective,fit for a woman ; womanly,0.361,Positive,1,0,1,1,0,1,1,1,1,0,1,1,-1,1,0,1,1,1,1,1,1
binabaye,NN,noun,effeminate,0,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0
binaboy,JJ,adjective,"hoggish , piggish",0,Neutral,0,-1,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
binágbinág,VB,verb,"to consider, to ponder, to apportion.",0,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
binágun,NN,noun,native machete.,0,Neutral,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0
binangon,NN,noun,bolo ; machete synonym: utak,0,Neutral,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
binata,JJ,adjective,childish,-0.296,Negative,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
binata,JJ,adjective,immature,0,Neutral,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0
bingaw,JJ,adjective,broken,-0.477,Negative,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1
bingáw,JJ,adjective,"of teeth, missing, jagged.",-0.296,Negative,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,0,-1,-1,0
bingáw,VB,verb,"of teeth, to lose a tooth, to knock out a tooth, to jag or notch accidentally.",-0.625,Negative,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1
bíngkal,VB,verb,"to break in a door, to force an entrance.",0,Neutral,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0
binhi,NN,noun,grain synonym: lamigas,0,Neutral,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1,0,0,0,0,0
bínhi’,NN,noun,"seedling, plant grown from seed.",0,Neutral,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
binilanggo,NN,noun,"prisoner ; inmate ; convict synonyms: piniriso , priso",-0.542,Negative,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
binisaya,JJ,adjective,visayan,0,Neutral,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,1,1,0,0,0,0
bíno,NN,noun,wine.,0,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,0,-1,0
bintána’,NN,noun,window.,0,Neutral,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
binudngan,NN,noun,"a handspun cloth , fabric , or textile",0,Neutral,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
binuhatan,NN,noun,"work , deed",0,Neutral,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,-1,0,0,1,0
binulan,JJ,adjective,"every month , monthly",0,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
bioleta,NN,noun,violet ( color ),0,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
bírhen,NN,noun,"virgin, mary, the mother of jesus christ.",0,Neutral,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
birhin,JJ,adjective,virgin,0,Neutral,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,0
bisan,CC,conjunction,although ; even if synonym: maskin,0,Neutral,0,0,0,0,0,0,0,1,1,1,-1,0,0,0,0,0,0,-1,0,0,0
bisan,RB,adverb,in spite of synonym: agad,-0.527,Negative,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
bisán,CC,conjunction,"even if, although, in spite of.",-0.527,Negative,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0
bisan diin,NN,noun,"everywhere , somewhere , wherever",0,Neutral,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,1,0
bisan sin-o,NN,noun,"anybody , whoever",0,Neutral,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0
bisaya,JJ,adjective,visayan,0,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
bisáya’,JJ,adjective,"visayan, of visayan origin.",0,Neutral,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0
bísi,NN,noun,"vice, substitute.",0,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
bísi,NN,noun,vice-president.,0,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,0,0,0
bisikleta,NN,noun,bicycle,0,Neutral,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0
bisikléta,NN,noun,bicycle.,0,Neutral,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,1
bisikléta,VB,verb,to ride a bicycle.,0,Neutral,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,-1,0,0
bisita,NN,noun,guest ; visitor,0,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,0
bisita,NN,noun,visit synonym: duaw,0,Neutral,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0
bisíta,NN,noun,"visitor, guest.",0,Neutral,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
bisíta,VB,verb,"to visit, to call upon, to pay a visit.",-0.103,Negative,-1,0,-1,-1,0,0,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
biskwit,NN,noun,biscuit,0,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
bísta,NN,noun,"view, panorama, scene.",0,Neutral,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,-1,0,0,0
bisyo,NN,noun,"bad , wicked , naughty , disobedient",-0.784,Negative,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bisyo,VB,verb,to refuse or be disobedient,-0.296,Negative,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
bísyu,NN,noun,"vice, fault.",-0.402,Negative,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1
bísyu,VB,verb,"to be naughty, to be wicked, to disobey, to fuss.",-0.527,Negative,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
bís’ak,VB,verb,"of wood, to cleave, to split.",0,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0
bítad,VB,verb,"to open, to unfold, to spread out so as to see closely.",0,Neutral,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
bitamína,NN,noun,"vitamin, nutrient.",0.296,Positive,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,-1,1,1,1,0
bitas,JJ,adjective,injured,-0.402,Negative,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,1,-1,-1,1,-1,-1
bitas,NN,noun,"fissure , mutilation",0,Neutral,0,0,0,0,0,0,-1,0,0,0,-1,0,0,1,0,0,0,-1,0,0,0
bitas,VB,verb,"break , rend , sever , split , tear",0,Neutral,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-1
bitay,VB,verb,"hang , suspend",-0.318,Negative,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1
bítay,VB,verb,"to hang, to string up, to suspend.",-0.318,Negative,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1
bitayan,NN,noun,gallows ; gibbet ; scaffold,0,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0
bítbit,VB,verb,"to bring along, to carry.",0,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
bitik,NN,noun,flea,0,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bitík,NN,noun,"flea, tick.",0,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
bitin,NN,noun,snake,0,Neutral,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
bitin,VB,verb,"haul , lift",0,Neutral,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1
bitín,NN,noun,snake.,0,Neutral,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,0,0,0,0,0,0
bitok,NN,noun,pinworm,0,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0
bitoon,NN,noun,( astronomy ) star,0,Neutral,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,-1,0,0,0,0
bitú’un,NN,noun,star.,0,Neutral,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,-1,0,0,0
bíya’,VB,verb,"to leave behind, to abandon.",-0.477,Negative,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1
biyernes,NN,noun,friday,0,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blángko,JJ,adjective,"expressionless, blank, empty.",-0.202,Negative,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
blángko,NN,noun,empty space provided on a piece of paper.,-0.202,Negative,-1,0,-1,-1,0,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,-1
blósa,NN,noun,"blouse, top.",0.202,Positive,1,0,1,1,0,1,1,1,1,1,1,-1,1,0,1,-1,1,1,1,1,1
bobo,VB,verb,to pour out or over,0,Neutral,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0
bobo,NN,noun,baptism without ceremony,0,Neutral,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
bodega,NN,noun,"cellar , storeroom , warehouse",0,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
bodéga,NN,noun,"warehouse, storage, cellar.",0,Neutral,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
bohawi,NN,noun,"cyclone , whirlwind",0,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
bohok,NN,noun,hair,0,Neutral,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0
bokabularyo,NN,noun,vocabulary,0,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0
bokabuláryo,NN,noun,vocabulary.,0,Neutral,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0
