word,POS symbol,POS word,meaning
ditil,NN,noun,clitoris
diwal,NN,noun,"sticking the tongue out
synonym: walwal"
diwata,NN,noun,"(mythology, folklore) in filipino folklore, a fairy, spirit, usually a lesser god or goddess, believed to guard natural features such as forests."
doble,NN,noun,first/third-person singular present subjunctive of doblar
dogwak,NN,noun,"(animals): crane, heron"
dokumento,NN,noun,document
dool,NN,noun,"inflection of dolen:
first-person singular present indicative
(in case of inversion) second-person singular present indicative
imperative"
dorado,NN,noun,"a mahi-mahi or dolphinfish (coryphaena hippurus), fish with a dorsal fin that runs the length of the body, also known for iridescent coloration."
dosena,NN,noun,"dozen
year unknown, cecile motus, hiligaynon lessons, рипол классик (→isbn), page 214
nagapatindug sang taytay ang manga tawu sang kinahanglan sang enhenyero  kwarenta y singko ka bilug nga kahuy para sa ang dosena sang bulak tag po.60.  presyong pl.15 ang duha ka dosena. imelda sang apat ka dosena. mabakal ..."
dosis,NN,noun,dose
dotol,NN,noun,(animals): tick
dotol-dotol,NN,noun,diminutive of dotól: anything resembling a tick
duag,NN,noun,stave
duaw,NN,noun,"to visit
synonym: bisita"
dugang,NN,noun,"(formal) addition; act of adding something
synonym: dagdag"
dughan,NN,noun,(anatomy) the chest; the breast; the thorax; the bosom
dugo,NN,noun,blood
dugos,NN,noun,"honeycomb
synonym: anira"
dugus,NN,noun,the best part of a thing
dugwak,NN,noun,the purple heron (ardea purpurea)
duha-duha,NN,noun,by pairs; two by two; two at a time
duko,NN,noun,"stoop, act of bending over"
dul-ay,NN,noun,a lump of earth or dirt
dulang,NN,noun,"wood-carved basin; washbowl
synonym: batya"
dulangan,NN,noun,mine
dulat,NN,noun,"awl, brad"
dulis,NN,noun,meteorite
dulog,NN,noun,to sleep with; to cosleep
dulogan,NN,noun,stationary
dulonan,NN,noun,"border, boundary, demarcation"
dulongan,NN,noun,parking
dulot,NN,noun,"gift, present
synonyms: regalo, premiyo, atang"
dulud,NN,noun,shin
dulugokan,NN,noun,attraction
dulukdokan,NN,noun,grinder
dulum,NN,noun,darkness; gloom
dulunggan,NN,noun,ear
dulus,NN,noun,"potter
synonym: dulusçu
dulus dəzgahı/çarxı ― potter's wheel
dulus kürəsi ― pottery kiln"
dumalagan,NN,noun,runaway
dumalagsa,NN,noun,emigrant
dumalahan,NN,noun,"engineer, executive"
dumot,NN,noun,"hatred, indignation, rage"
dumuluaw,NN,noun,"guest, visitor"
dumulugok,NN,noun,audience
dumuluong,NN,noun,"alien, foreigner, stranger"
dunang manggad,NN,noun,natural resources
dunkul,NN,noun,firewood
dungan,NN,noun,"simultaneous; coinciding
synonym: sabay-sabay"
dungandungan,NN,noun,temple
dungdung,NN,noun,(idiomatic) to rain cats and dogs
dungganon,NN,noun,"bigwig, celebrity, noble, royal"
dungkaan,NN,noun,"harbor; haven; port, wharf
synonyms: dulungkaan, dulungan"
dungkul,NN,noun,"firewood, log"
dungog,NN,noun,to hear
duog,NN,noun,"place, site
synonym: lugar"
dupak,NN,noun,"dirty, foul, obscene, smutty"
dupla,NN,noun,a form of bell used in some medieval clocks.[1][2]
duplikado,NN,noun,duplicate
dupoy,NN,noun,breeze
duta,NN,noun,clipping of dutasteride
dutang panublion,NN,noun,patrimony
duyan,NN,noun,cradle
duyog,NN,noun,to provide musical accompaniment
duyong,NN,noun,a dugong
dyanitor,NN,noun,janitor
ebanhelyo,NN,noun,archaic form of ebanghelyo
ebanghelyo,NN,noun,gospel
edad,NN,noun,"age
ano na an edad mo? ― how old are you now? (what is your age now?)"
edukasyon,NN,noun,"education
synonyms: nanudan, naukdan"
ehemplo,NN,noun,"example
synonym: halimbawa"
ehersisyo,NN,noun,an exercise; a physical activity intended to improve strength and fitness
eklipse,NN,noun,"(astronomy) eclipse
synonyms: kulop, pagkulop"
eksamen,NN,noun,"examination, exam (formal test)"
eleksyon,NN,noun,"election
synonym: piniliay"
elektrisidad,NN,noun,"electricity
synonym: koriyente"
elepante,NN,noun,"elephant
synonym: gadya"
embahada,NN,noun,embassy
embahador,NN,noun,ambassador
embudo,NN,noun,funnel
empeine,NN,noun,herpes
emperador,NN,noun,emperor (ruler of an empire)
enpermera,NN,noun,attendant
entablado,NN,noun,(theater) stage
esensya,NN,noun,"essence; extract, tincture"
eskandalo,NN,noun,scandal
eskoba,NN,noun,brush
eskultor,NN,noun,sculptor
eskuwela,NN,noun,school; learning institute
eskwala,NN,noun,(carpentry) square
espanya,NN,noun,"spain (a country in southern europe, including most of the iberian peninsula)"
espeho,NN,noun,"(dated or dialectal) mirror
synonym: salming"
espiritu,NN,noun,spirit
estudyante,NN,noun,alternative spelling of estudiyante
frankiyo,NN,noun,postage
fresa,NN,noun,strawberry (fruit)
fuersa,NN,noun,"force, strength, vigor"
gab-e,NN,noun,night
gab-i,NN,noun,evening; night
gabi,NN,noun,"colocasia esculenta, raised as a food primarily for its corm, which distantly resembles potato."
gabon,NN,noun,good night
gahud,NN,noun,"clatter, noise"
gal-um,NN,noun,raincloud
galab,NN,noun,body
galingan,NN,noun,grinder
galyetas,NN,noun,"cracker, hardtack, biscuit"
gamhon,NN,noun,(botany) weed
gamo,NN,noun,spoiled
gamosa,NN,noun,"a rectangular cloth, typically of red and white, used in a variety of ritual actions in assamese culture.
2011, arupa patangia kalita, translated by deepika phukan, the story of felanee:mamoni's father was suggesting that both houses should fly an assamese gamosa like a flag and moni's father wouldn't hear of it."
gamot,NN,noun,root
gana,NN,noun,"inflection of ganar:
third-person singular present indicative
second-person singular imperative"
ganhaan,NN,noun,door
gansa,NN,noun,alternative form of ganza (“kind of wild goose”).
gansilyo,NN,noun,alternative form of gantsilyo
ganso,NN,noun,"goose
synonym: gangsa"
garahe,NN,noun,garage
garapata,NN,noun,"(us) a kind of wood tick.
1873, united states. navy department, annual reports of the navy department, page 188:[…]  principally among the former were the garapatas, a vicious species of wood-tick, which swarm almost every leaf and plant growing near the ground  […]
1890, thomas wallace knox, the boy travellers in mexico, page 508:one of the worst annoyances of their visit to uxmal was that whenever they moved about they became covered with garapatas. the garapata is a tick so small that it is hardly perceptible to the naked eye, but it is capable of making a bite or sting like that of a red ant or a hot needle."
garbanso,NN,noun,"chickpea, garbanzo"
garuk,NN,noun,filth
gasolina,NN,noun,"gasoline, petrol (motor fuel)"
gata,NN,noun,a kind of pastry in armenia and some neighboring countries.
gatas,NN,noun,plural of gata
gatong,NN,noun,firewood; fuel
gawahan,NN,noun,window
gawgaw,NN,noun,starch
gawi,NN,noun,female
gesantes,NN,noun,"snow pea, sugar snap pea"
gia,NN,noun,(international standards) iso 639-3 language code for kitja.
gibungan,NN,noun,the junction of two or more rivers
gibwangan,NN,noun,the junction of two or more rivers
gikan,NN,noun,"(formal) from
synonym: hali"
ginagihan,NN,noun,incidents and events that happen to a person during their life
ginharian,NN,noun,"domain; empire; kingdom; monarchy; realm; sovereignty
synonym: dakhari"
ginhawa,NN,noun,to breathe
ginhawaan,NN,noun,"trachea, windpipe"
ginikanan,NN,noun,"(formal) origin
synonym: pinanghalian"
ginoo,NN,noun,deity; god
ginsakpan,NN,noun,"realm, dominion"
gintung-an,NN,noun,"center, middle, midpoint"
ginuo,NN,noun,sir
ginutlan,NN,noun,"interlude, interval"
ginggon,NN,noun,gingham
gingikanan,NN,noun,"beginning, commencement, lineage, origin, root, source, start"
gisi,NN,noun,my brother
giwa-os,NN,noun,"dearth of food, famine, misery"
giwaos,NN,noun,alternative spelling of giwá-os
gora,NN,noun,(south asia) pertaining to a fair-skinned or european person. [from 19th c.]
grasya,NN,noun,alternative spelling of grasiya
gratipikasyon,NN,noun,"gratuity, reward, tip, (gratuity, reward)"
gripo,NN,noun,faucet; tap; spigot
grumete,NN,noun,crew
guban,NN,noun,"brigade, group, throng"
gulang,NN,noun,"mature (fruits)
antonym: linghod"
guluwaan,NN,noun,"exit, escape, egress"
gumulua,NN,noun,cast
gunting,NN,noun,scissors
guray,NN,noun,"streak, stripe"
guray-guray,NN,noun,stripe
gusok,NN,noun,(anatomy) rib
gutom,NN,noun,"hungry; famished
synonym: punaw
coordinate term: paha
gutom na an bisita.the visitor is already hungry."
guya,NN,noun,"allegedly, supposedly; as if
niyə soruşursan? guya cavabını özün bilmirsən.why are you asking? as if you don't know the answer yourself.
sevmədiyi bir nəfər öləndə, yalandan ağladı, guya qanı qaralmışdı.when someone s/he didn't like died, s/he fake-cried, as if s/he were sad."
guyum,NN,noun,"ant, (various, species)"
gwantes,NN,noun,gloves
gwardya,NN,noun,alternative form of guwardiya
habagat,NN,noun,"south
synonym: sur"
habol,NN,noun,weave of cloth
habon,NN,noun,soap
habul,NN,noun,blanket
habyog,NN,noun,a sweet cloudy drink made from fermented sugar palm sap
hadlok,NN,noun,"to fear, to dread"
hagdanan,NN,noun,"(dialectal, daet) alternative form of hagyanan"
hagna,NN,noun,"motion, proposal"
hagunghung,NN,noun,a rumbling sound
hagurot,NN,noun,flash
haklu,NN,noun,breathe
hakuhaku,NN,noun,haste
hal-o,NN,noun,pestle
hal-u,NN,noun,pestle
halalban,NN,noun,"meadow, pasture"
halalongan,NN,noun,"delicate, precaution"
halaran,NN,noun,third-person plural future indicative of halar
halas,NN,noun,plural of hala
halea,NN,noun,jelly
haligi,NN,noun,column; pillar; post
halimbawa,NN,noun,"for example; for instance
synonym: por ehemplo"
halintang,NN,noun,"degree, grade"
haloan,NN,noun,a mudfish
halon,NN,noun,"(organic chemistry) a hydrocarbon (more precisely haloalkane) in which one or more hydrogen atoms have been replaced by halogens
synonym: haloalkane
2009 february 12, azadeh ensha, “a cellphone that is made with the environment in mind”, in new york times‎[1]:the renew is also free of polyvinyl chloride, asbestos, chlorofluorocarbons and halons."
haluk,NN,noun,kiss
hamon,NN,noun,"a wavy line found on steel products that have been hardened differentially, with soft and hard steel sections, where the tempered steel is separated from the softer parts by the hamon."
hamot,NN,noun,"aroma; fragrance
antonyms: bata, bangog"
hampang,NN,noun,"opposite
synonym: timbang"
hampangan,NN,noun,"instance of being across from, opposite of one another"
hanluk,NN,noun,alternative spelling of hánlug
hangaway,NN,noun,"martial, warlike"
hangga,NN,noun,(pathology) chickenpox; varicella
hangin,NN,noun,wind (movement of air)
hanginero,NN,noun,"windbag; braggart
synonym: hanginon"
hapon,NN,noun,afternoon
haroan,NN,noun,a mudfish
harupot,NN,noun,"breeze
synonym: huyuhoy"
hawak,NN,noun,"(anatomy) body; torso
synonym: lawas"
hikab,NN,noun,"(pathology) asthma
synonym: usang"
hilanat,NN,noun,"fever
synonym: kalentura"
hima,NN,noun,clam
himatayon,NN,noun,"dying; about to die
synonym: himalatyon"
himaya,NN,noun,glory; worship or praise
hinablos,NN,noun,nephew ; niece
hinakay,NN,noun,"a charge, fare, or fee"
hinalabuab,NN,noun,offspring
hinambalan,NN,noun,promise
hinugyaw,NN,noun,excitement
hingabot,NN,noun,lust
hinganiban,NN,noun,"(obsolete) any weapon, defensive or offensive
synonyms: hinagiban, armas"
hingudto,NN,noun,the sun's zenith; midday
hinguyang,NN,noun,expense
hiphip,NN,noun,bribe
hiwit,NN,noun,"a bewitchment, charm, or spell"
hiyas,NN,noun,jewel
hoyohoy,NN,noun,alternative spelling of huyuhoy
huad,NN,noun,something that is counterfeit or facsimile
huaran,NN,noun,example
hulip,NN,noun,to replace; to take the place of; to supply the want of; to fulfill the end or office of
hulonan,NN,noun,roost
hulugpaan,NN,noun,"airport
hulugpaan sang roxas
roxas airport"
hulusayon,NN,noun,question
humbak,NN,noun,wake; the path left behind a ship on the surface of the water
hupa,NN,noun,quickly diminishing
husay,NN,noun,"neat, well-arranged
synonym: pakarhay"
hutik,NN,noun,whisper
huyuhoy,NN,noun,"(uncommon) breeze
synonyms: hayahay, paros"
idalum,NN,noun,underneath; beneath; below
ignorante,NN,noun,"ignorant
synonym: mangmang"
ihi,NN,noun,(international standards) iso 639-3 language code for ihievbe.
ikog,NN,noun,tail
ilaga,NN,noun,rat (medium-sized rodent of genus rattus)
ilisan,NN,noun,dressing room where someone changes clothing
ilo,NN,noun,(international standards) iso 639-2 & iso 639-3 language code for ilocano.
ilok,NN,noun,(anatomy) armpit
ilong,NN,noun,nose
init,NN,noun,"(computing) clipping of initialization.
after the sixth successive system init he had to concede that the database was corrupt."
inpierno,NN,noun,hell
ingol,NN,noun,"scarcity, dearth"
ipot-ipot,NN,noun,firefly
isa,NN,noun,(international standards) iso 639-3 language code for isabi.
isda,NN,noun,"(daet) fish
synonym: sira"
itom,NN,noun,black (color/colour)
iyot,NN,noun,"(vulgar) coitus; sexual intercourse
synonyms: habal, kayat, hilawas, jerjer, torjak"
kaagahon,NN,noun,dawn
kaambong,NN,noun,handsomeness
kaaway,NN,noun,enemy; foe
kabakahan,NN,noun,cattle
kabalyero,NN,noun,peacock flower (caesalpinia pulcherrima)
kabanyagaan,NN,noun,"mean, malicious, vile, wicked"
kabangisan,NN,noun,"violence; cruelty; wickedness
synonyms: kaisogan, kakurihan, karingisan"
kabayo,NN,noun,horse
kabesera,NN,noun,head of the table
kabuang,NN,noun,madness; insanity
kabugaw,NN,noun,the kaffir lime (citrus hystrix)
kabuhi,NN,noun,"an illness characterized by dizziness, nausea, chills and symptoms similar to hyperacidity, gripes, heartburn and gastroesophageal reflux disease"
kabulig,NN,noun,"assistant, helper
synonym: katabang"
kadak-an,NN,noun,hall
kadalag-an,NN,noun,success
kadang,NN,noun,"stilts
nagalakát silá sa kádang.they are walking on stilts."
kadugay,NN,noun,duration
kadumot,NN,noun,"hatred, grudge
antonym: higugma"
kadumut,NN,noun,alternative spelling of kadumot
kagab-i,NN,noun,last night
kagagmayan,NN,noun,the poor or uninfluential members of a community
kagaw,NN,noun,scratching (relief for an itch)
kagayonan,NN,noun,"beauty; splendor
synonym: kadahoman"
kagulangan,NN,noun,old-growth forest
kahas,NN,noun,daringness
kahikaw,NN,noun,"envy, spite"
kahilwayan,NN,noun,"freedom; liberty
synonym: kaluasan"
kahinguyangan,NN,noun,"expenditure, waste"
kahoy,NN,noun,tree; wood
kahubug,NN,noun,drunkenness; intoxication; inebriation
kaisug,NN,noun,courage
kalabasa,NN,noun,squash
kaladlawan,NN,noun,comic
kalag,NN,noun,"a ghost; a spirit; a soul
synonyms: espiritu, multo"
kalagday,NN,noun,"gentleness, tenderness"
kalaglagan,NN,noun,"destruction, perdition, ruin"
kalamunding,NN,noun,calamondin
kalan-on,NN,noun,"food, especially rice"
kalayo,NN,noun,"fire; flame
synonym: laad"
kaldera,NN,noun,caldera
kalibutan,NN,noun,world
kalipay,NN,noun,happiness
kalis,NN,noun,a filipino sword akin to the kris.
kalisang,NN,noun,"horror, terror"
kalooy,NN,noun,"mercy
synonym: awa"
kalsada,NN,noun,"road; street
synonym: dalan"
kamalig,NN,noun,"hut
synonyms: payag-payag, lungalong, balayan"
kamatayon,NN,noun,"death
antonym: kinabuhi"
kamatis,NN,noun,tomato
kamatuoran,NN,noun,truth; veracity
kampana,NN,noun,"large bell
synonym: bagtingan"
kan-on,NN,noun,boiled rice; cooked rice
kanding,NN,noun,goat
kapanganuran,NN,noun,the clouds
kapatid,NN,noun,sibling
kapatol,NN,noun,"strength, determination"
kapaul,NN,noun,"fatigue, weariness"
kapay,NN,noun,"crazy; insane
synonyms: bua, loko, rungaw, lapong, lado, kablas"
kape,NN,noun,(obsolete) pronunciation spelling of keep.
kapid,NN,noun,nominative plural of kapp
kapilya,NN,noun,chapel
karabaw,NN,noun,carabao; water buffalo
karnabal,NN,noun,"carnival; fair traveling amusement park
synonym: perya"
karwahe,NN,noun,four-wheeled horse-drawn carriage
kasag,NN,noun,crab (saltwater)
kasing,NN,noun,"a top or spinning top, made of wood and spun by a string"
kasingkasing,NN,noun,"(anatomy) heart
synonym: korason"
kasirum,NN,noun,evening
kasisit-an,NN,noun,"difficulties, troubles"
kasulya,NN,noun,(christianity) chasuble
katig,NN,noun,outrigger
katsila,NN,noun,"spanish
synonym: espanyol"
katulundan,NN,noun,sunset
kauswagan,NN,noun,"advancement; improvement
synonym: kalamboan"
kawa,NN,noun,alternative form of kava.
kawatan,NN,noun,"a toy
an paborito kong kawatan.my favorite toy."
kawayan,NN,noun,"bamboo
synonyms: kalap, butong"
kawayanan,NN,noun,bamboo grove or plantation
kawing,NN,noun,present participle and gerund of kaw
kawit,NN,noun,"hook
synonym: gantso"
kawkus,NN,noun,caucus
kilat,NN,noun,lightning (flash of light)
kilay,NN,noun,(anatomy) eyebrow; brow
kinataohan,NN,noun,birthday
kolera,NN,noun,"anger, rage
synonym: amorru"
kolintas,NN,noun,rosary
koltson,NN,noun,mattress
kompanyero,NN,noun,"companion
synonyms: kaibahan, kabohan"
konbensyon,NN,noun,"convention, meeting"
korason,NN,noun,"(anatomy) heart
synonym: kasingkasing"
kubrekama,NN,noun,bedsheet; bedspread
kudyapi,NN,noun,a boat-shaped lute
kulantro,NN,noun,cilantro (us); coriander (uk)
kuning,NN,noun,yellow
kuring,NN,noun,cat
kusina,NN,noun,kitchen
kutkut,NN,noun,alternative spelling of kutkot
kuto,NN,noun,louse
kutsara,NN,noun,spoon
kutsarita,NN,noun,teaspoon
kutsilyo,NN,noun,(cutlery) kitchen knife
kutud,NN,noun,"boundary, line"
kuul,NN,noun,"ball, especially a heavy one"
kwadra,NN,noun,shed
kwarentenas,NN,noun,quarantine
labaha,NN,noun,"razor
synonym: pang-ahit"
lae,NN,noun,(international standards) iso 639-3 language code for pattani.
lag-it,NN,noun,"cheat, imposter, sneak, swindler, trickster"
lagari,NN,noun,saw (tool)
lagwerta,NN,noun,alternative form of laguwerta
lagwertero,NN,noun,gardener
lala,NN,noun,alternative form of ilala.
lalaki,NN,noun,"a man; a male human
coordinate term: babayi"
lamok,NN,noun,mosquito
landong,NN,noun,"shadow
synonym: halon"
lanog,NN,noun,"weal; bruise, black eye"
lansang,NN,noun,nail (metal pin)
langgaw,NN,noun,vinegar
langit,NN,noun,sky
langoy,NN,noun,"swim, swimming"
lap-ok,NN,noun,blister
larawanan,NN,noun,photographer's studio
lasi,NN,noun,"to leave
1905, l. l. zamenhof, fundamento de esperanto, antaŭparolo:mi permesis al mi nur korekti la preserarojn; sed se ia vorto estis erare aŭ nelerte tradukita, mi ĝin lasis en tiu ĉi libro tute senŝanĝei allowed myself only to correct the printing errors; but if any word was erroneously or unskillfully translated, i left it in this book entirely unchanged"
latagon,NN,noun,"valley, a rural area"
latayan,NN,noun,a narrow bridge often with no handrail
latok,NN,noun,(dated) small table
lawa,NN,noun,spider
lawas,NN,noun,old
layi,NN,noun,"adultery
synonym: láè"
libre,NN,noun,"(obsolete, rare) especially of the will: free, independent, unconstrained.
1599, alexander hume, “of gods benefites bestowed vpon man”, in hymnes, or sacred songs, […], edinburgh: printed by robert walde-graue, […], →oclc; republished as john gardiner kinnear, editor, hymns and sacred songs, […] (bannatyne club publications; 41), edinburgh: printed by ballantyne and co. [for the bannatyne club], 1832, →oclc, page 10:he [god] adame lent a libre will to follow what he liſt, / and with his holy ſpirit, and grace his choſen dois aſſiſt: [...]"
likod,NN,noun,(anatomy) back
lima,NN,noun,alternative letter-case form of lima of the icao/nato radiotelephony alphabet.
linaw,NN,noun,"clarity, clearness
synonym: liwanag
antonyms: libog, labog"
linog,NN,noun,earthquake
linti,NN,noun,"lentils
synonym: pãpudã"
lingkoranan,NN,noun,"a seat; a chair
synonym: siya"
liog,NN,noun,(anatomy) neck
liso,NN,noun,"seed
synonym: binhi"
lomot,NN,noun,moss (plants of the division bryophyta)
luab,NN,noun,collar
lubi,NN,noun,"(mythology) a mythological figure of albanian folklore imagined as a spiteful multiheaded serpentine dragon woman (also imagined as a serpent or demon), not dissimilar to a lernean hydra in ancient greek folklore. the number of heads varies from 7 to 100, and when one is cut off another grows in its place.
synonym: kuçedër"
lubong,NN,noun,"burial (act of burying)
synonym: talbong"
lugpitan,NN,noun,"press, vice, clamp"
luha,NN,noun,tear
lunang,NN,noun,mud
lungsod,NN,noun,"city
synonym: siyudad"
luy-a,NN,noun,ginger (zingiber officinale)
mais,NN,noun,maize; corn
mamaw,NN,noun,"(uk, dialect, scottish lowlands) one's mother."
man-og,NN,noun,snake
mananap,NN,noun,"any animal
coordinate terms: hayop, ihalas"
manang,NN,noun,elder sister; big sister
manay,NN,noun,"male
ca kading manay ― a male goat"
manok,NN,noun,"chicken, poultry, fowl"
manol,NN,noun,the arabian jasmine (jasminum sambac)
manong,NN,noun,elder brother; big brother
manoy,NN,noun,"elder brother; big brother
nagtatabang si manoy sa samuyang mga magurang sa mga gibohon sa harong.our big brother helps our parents do housework."
mangga,NN,noun,mango
mango,NN,noun,"a tropical asian fruit tree, mangifera indica.
1980, bruce chatwin, the viceroy of ouidah, page 146:on the hot days, he would lie in the shade of a mango and let little eugenia clamber over his belly and tug at his beard."
maragomo,NN,noun,short with someone
mata,NN,noun,"a respectful title for a female spiritual leader or for a wife, mother, or grandmother of a male spiritual leader."
matápan,NN,noun,"flat, level, plain"
milok,NN,noun,eyelash
monyeka,NN,noun,alternative spelling of munyeka
multa,NN,noun,fine
mumho,NN,noun,fallen crumbs of cooked rice on the floor or table
munga,NN,noun,(obsolete) the bonnet monkey.
musika,NN,noun,music
namit,NN,noun,"taste, flavor
synonyms: tana, lasa
ano an namit kaiyan?what's the taste of it?"
negrense,NN,noun,a native or inhabitant of the philippine island of negros
nipa,NN,noun,a palm tree of the species nypa fruticans.
numero,NN,noun,the sign ⟨ № ⟩.
ngalan,NN,noun,name
okra,NN,noun,"the edible immature mucilaginous seed pod (properly, capsule) of the abelmoschus esculentus.
1679, thomas trapham, a discourse of the state of health in the island of jamaica..., pages 59–60:...as a food easy of digestion may well be admitted likewise the young ocra an agreeable food as well for the species as individual, dressed variously according to pleasure...
1940, farmers' bulletin, number 232, page 7:select young okra, wash thoroughly, remove the stems, and wipe the okra dry.
1997, lisette verlander et al., the cookin' cajun cooking school cookbook, page 25:wash and dry okra, remove stems, and slice in one-inch rounds. (if using frozen okra, do not wash.) heat two tablespoons oil in a heavy saucepan other than black iron. saute okra in oil and vinegar, stirring often until ropiness is gone.
2006, francis n. wiltz, in the kitchen with papa wiltz, page 1:i hated cooking okra because it was so slimy when you first start."
paa,NN,noun,(international standards) iso 639-2 & iso 639-5 language code for papuan languages.
paalam,NN,noun,causative of álam
pabrika,NN,noun,factory
pader,NN,noun,stone or concrete wall or fence
padong,NN,noun,umbrella
padugi,NN,noun,method
paglaum,NN,noun,hope
paka,NN,noun,frog
paklay,NN,noun,"a filipino dish made from various pork, goat, or beef tripe or offal (internal organs), with sautéed spices, such as julienned ginger, chilis (siling mahaba), bamboo shoots (labong), carrots, bell pepper, tomatoes, garlic, onions, and black pepper, among other ingredients, especially in the cuisine of central visayas and mindanao"
palahubog,NN,noun,"drunkard, alcoholic
synonyms: palainom, hinginom"
panakot,NN,noun,a spice
pananglitan,NN,noun,"an analogy, example, or illustration"
pangalikog,NN,noun,a probe
panganud,NN,noun,cloud
paryente,NN,noun,"a relative
synonyms: relasyon, erensya"
pasahi,NN,noun,"extraordinary, exceptional, remarkable"
passinhon,NN,noun,resident or inhabitant of passi
patani,NN,noun,lima beans
patatas,NN,noun,a potato
patay,NN,noun,to kill
pating,NN,noun,shark
patron,NN,noun,"one who protects or supports; a defender or advocate.
c. 1590–1592 (date written), william shakespeare, “the taming of the shrew”, in mr. william shakespeares comedies, histories, & tragedies […] (first folio), london:  […]  isaac iaggard, and ed[ward] blount, published 1623, →oclc, [act iv, scene ii]:patron of my life and liberty
1590, edmund spenser, “book i, canto i”, in the faerie queene. […], london:  […]  [john wolfe] for william ponsonbie, →oclc:the patron of true holiness
1834–1838 (date written), thomas babington macaulay, “virginia”, in lays of ancient rome, london: longman, brown, green, and longmans, […], published 1842, →oclc, page 154:let him who works the client wrong beware the patron’s ire!
a guardian or intercessor; synonym of patron saint.
st. joseph is the patron of many different places."
payong,NN,noun,(historical) a parasol used as a javanese emblem of rank.
pelikula,NN,noun,(photography) film (medium used to capture images)
petsay,NN,noun,chinese cabbage (either napa cabbage or bok choy)
pigtot,NN,noun,coccyx; tailbone
pikoy,NN,noun,"(anatomy, humorous) the penis
synonyms: buto, pisot"
pilak,NN,noun,silver
pildoras,NN,noun,pill
pililion,NN,noun,"nominee, one who is worthy or desirable to be chosen"
pito,NN,noun,a type of beer made from fermented millet or sorghum in parts of west africa.
piyansa,NN,noun,(law) bail
pobre,NN,noun,"poor; impoverished
synonym: mahidap
antonym: mayaman
pobre sana kami.we're just poor"
polbora,NN,noun,"gunpowder
synonym: ubat"
pototanon,NN,noun,resident or inhabitant of pototan
premyo,NN,noun,alternative form of premiyo
primo,NN,noun,(music) the principal part of a duet.
probinsya,NN,noun,alternative spelling of probinsiya
propeta,NN,noun,prophet
pulu,NN,noun,"a silky material obtained from the fibres of cibotium glaucum, a tree fern of hawaii."
punoan,NN,noun,"base, foot (of trees)"
punse,NN,noun,a mixed alcoholic drink
puok,NN,noun,too short
puol,NN,noun,"monotonous; tedious, repetitious or lacking in variety"
ra-ing,NN,noun,"dirty, grimy, soiled. sullied"
ramay,NN,noun,rice
rason,NN,noun,"reason; excuse
synonym: dahilan"
relihion,NN,noun,religion
sabado,NN,noun,saturday
sabak,NN,noun,alternative form of sabat
sabat,NN,noun,"(architecture) a roofing structure with the street beneath it in mediterranean and middle eastern architecture, serving to support buildings or to cool pedestrians by maximizing daytime shade and accelerating breezes."
sabila,NN,noun,aloe
sablayan,NN,noun,"clothesline
synonyms: halayhayan, balaybayan"
sag-ang,NN,noun,(anatomy) chin
sagad,NN,noun,commonly; usually
sagaynon,NN,noun,resident or inhabitant of sagay
saging,NN,noun,banana
sakayanon,NN,noun,a seafarer; a sailor or mariner
salakay,NN,noun,"attack; assail
synonyms: atake, sakyada, surong"
salaming,NN,noun,present participle and gerund of salam
salapi,NN,noun,money
salbabida,NN,noun,life preserver; life jacket
salsalon,NN,noun,iron
salug,NN,noun,floor
samad,NN,noun,cut
sambag,NN,noun,"tamarind (tamarindus indica)
synonym: tamarindo"
samong,NN,noun,a species of top snail (trochus niloticus)
sampal,NN,noun,slap on the face
sansaw,NN,noun,grass jelly
sanga,NN,noun,"(australia, colloquial) sandwich."
sapatos,NN,noun,shoe
semana,NN,noun,week
sentimyento,NN,noun,alternative form of sentimiyento
seremonya,NN,noun,"ceremony
synonym: seremonyas"
serip,NN,noun,sheriff
sibat,NN,noun,"to run away
synonyms: dulag, layas, rabas"
sibuyas,NN,noun,onion
sid-o,NN,noun,"hiccup
synonym: sikdo"
sidlangan,NN,noun,"east
synonym: mulud-an"
sidra,NN,noun,cider
sielo,NN,noun,"heaven, firmament, sky
synonym: langit"
sikdo,NN,noun,"hiccup
synonym: sid-o"
siko,NN,noun,elbow
sinelas,NN,noun,alternative form of tsinelas
sip-on,NN,noun,"(partido, sorsogon) alternative form of sìpon (“common cold”)"
sip-onon,NN,noun,sniveler; sniffler
sirip,NN,noun,sheriff
siya,NN,noun,alternative form of siella
sobre,NN,noun,envelope
sokla,NN,noun,silk
solang,NN,noun,synonym of solange
soldado,NN,noun,"a soldier, in spanish-speaking contexts."
suba,NN,noun,(kasar) already
subay,NN,noun,"bachelor, bachelorette; unmarried person. (mostly of men)
bütün subaylara qismət olsun.may [this] be the destiny for all bachelors. [usage 1]"
sulod,NN,noun,inside
sulog,NN,noun,"rooster (young)
synonym: lalong"
sulud,NN,noun,nominative plural of sulg
sumalayhaw,NN,noun,cockerel; young cock
sun-adan,NN,noun,fireplace
sundang,NN,noun,(philippines) a kind of dagger or short machete.
sunlog,NN,noun,tease
sungay,NN,noun,horn
suyak,NN,noun,slashed tire
taas,NN,noun,plural of taa
tagiposoon,NN,noun,"heart
synonym: kasingkasing"
tagipusoon,NN,noun,alternative form of tagiposoon
tagipusuon,NN,noun,(anatomy) heart
